,Comment
162,"
    ciddi ciddi alışveriş yapmamayı düşündüğüm internet sitesi.bu sefer sorun samsung türkiye. resmi mağaza yani.11.11.2020 tarihinde sipariş verdiğim ürünün kargolaması yapılmadı.müşteri hizmetlerini aradım. görevli kardeşimiz ""koskoca samsung türkiye'den bahsediyoruz, gecikmeler olabilir"" diyor. ""hangi çağda yaşıyoruz, şikayet kaydı oluşturalım"" dedim ben de...ekşi sözlükteki n11.com görevlisi arkadaşım, inanmıyorsan 18.11.2020, saat 10.22'de yaptığım görüşme kayıtlarına bakabilirsin yani.şikayet kaydımızı oluşturduk. indirimden aldığımız için göndermek istemiyorlar ama gönderecekler. gelişme olduğunda entry güncellenecektir.edit 1 : n11 müşteri hizmetleri aradı. ""samsung türkiye çok yoğun, cumartesiye kadar gönderimler tamamlanacaktır"" dedi.edit 2 : samsung ürünü kargoya verdi.bunların hepsi 1 gün içinde oldu....ulan bu şikayet mekanizması. sen nelere kadirsin.
  "
163,"
    şöyle bir durum yaşatan site. mesela 1 adet çorap siparişi verdin. sipariş onaylandı. bekledin bekledin kargoya verilmedi. 1 hafta geçti iptal talebi gönderdin. iptal kabul edildi iaden yapıldı.sen o ürüne gidip iptal edildiğini belirten yorum yapamıyorsun ve puan veremiyorsun. senden sonraki müşteriler de aynı durumu yaşıyor, kimse yorumlara bunu yazamadığı için söz konusu firma onlarca kişinin vaktini çalmaya devam edebiliyor, puanı da 90'ın üzerinde kalmaya devam ediyor.
  "
164,"
    11.11.2020 tarihinde aldığım, ancak gönderilmeyecek 2 adet siparişimi bugün aynı markalardan başka satıcılardan alsam 1350 tl daha fazla ödemem gerekiyor.az önce aradılar, bu durumdan dolayı üzgün olduklarını söylediler. bu 1350 liralık fark için 50 tl lik çek teklif ettiler. ben de güldüm, ya sizin de ananız bacınız var aman yok, siz olsanız kabul eder misiniz böyle bir teklifi ürünleri yollasınlar dedim, o zaman 100 tl çek verelim dediler :))n11 bana şaka yapıyorsun değil mi?
  "
165,"
    4 kasım 2020'den bugüne kadar beklediğim 509 liralık ürün iade ücretini, 50 lira olarak yapan firma. sanırım aradaki 459 tl'lik ücret için bir 15-20 gün daha beklemem gerekecek.
  "
166,"
    mevcut en kötü alışveriş sitesi. ilk defa bir ürün alayım dedim 11.11 indiriminde pişman oldum. ödemeyi aldı fakat siparişi oluşturmadı. ödemeyi geri talep ettiğimde ise sonuç alamıyorum sürekli sistemden bir hata var deyip duruyorlar. asla telefonla ulaşamıyorsunuz sipariş kodu istiyor. yahu sipariş oluşturmadın ki kodunu istiyorsun. şikayet var a yazayım dedim, ortalık şikayet kaynıyor. kesinlikle alışveriş yapmayın aman diyeyim. 3000 bin tl mi gasbettiler resmen.
  "
167,"
    kupon satışıyla 111tl'e satın aldığım 333tl'lik kupon ile 11/11'de bir şarjlı matkap aldım bu siteden.satıcı stok fazla girmişim, elimde kalmadı deyip iptal etti ürünü (3 gün sonra).kupon tarafıma iade edildi ve aynı matkabı başka satıcıdan aldım. bu sefer de kullanılmış matkap gönderdi adam bana. resim 1 resim 2 resim 3n11 aradım, ürün değişimi yapmaktan başka seçeneğim olmadığını söyledi. satıcıya ulaştım. bu ürünün elindeki son ürün olduğunu, değişim talep etsem bile gönderemeyeceğini söyledi.satıcının söylediklerini n11'e aktardım ve kupon iadesi sadece 1 kere olduğunu bir daha olmayacağını, satıcı ürünü iptal etse dahi para vererek aldığım kuponun iptal olacağını söyledi. bu durumu müşteri temsilcisi arkadaşın bile absürt bulduğunu görebildim. görevi gereği bilgi verdi sadece. edit: entry üzerine n11'den arandım, iade başlatmamı, iade tamamlandığında kuponu iade edeceklerini söylediler.
  "
168,"
    trendyol, hepsiburada, gittigiyor'a göre çok daha tercih ettiğim online alışveriş sitesi.her köşe başında her videoda her yerde reklam diğer sitelere göre 11/11 'de çok daha uyguna ürün aldım. tabi bunda 15 gündür günde 3-4 kupon biriktirmeminde etkisi vardı.aldığım tüm ürünler birşekilde teslim edildi, iletişim geçtiğim mağazalarda tüm sorularım çözüldü.aldığım bazı şeyler. iphone 11 promax 11300 tl, trenyolun en ucuz verdiği fiyat 11800'dü.fissler 6 lt düdüklü tencere 1090 tl trendyol hepsiburadada en ucuz 1400 tl gördümonun haricinde 11/11 de kış lastiğinden deterjana toplam 48 kalem alışveriş yaptım. yaklaşık 35000 tl tuttu. ve aldığım tüm ürünler diğer günya efsane ucuz sitelerden daha ucuzdu.bazı spesifik ürünlerde trendyol daha uygun evet özellikle kıyafet konusunda ama 9 kasımda aldığım jack jones hoodie hala kargolanmadı.sonuç olarak uygun kupon kullanımı ve doğru arıştarmayla her ürünü uyguna alabileceğiniz platform. tabi mağaza puanlarını ve yorumlarını dikkate almak lazım.
  "
169,"
    elinde yüksek alışverişler için kuponu olan varsa satın almak istemekteyim.
  "
170,"
    tam 11 gün önce aldığım ürünü hala ulaştırmayan firma. bu süreçte alışveriş tamamlandı ve ödediğim para satıcının hesabına geçti bile.kimse de çıkıp, siparişiz gecikti efendim farkındayız. fakat siparişinizi yine de size en kısa sürede ulaştırmak için şu şu işlemleri yapıyoruz falan da demiyor. nasıl bir rahatlık varsa adamlarda artık.türkiye'de tüketici olmak dünyanın en zor şeyi olsa gerek. ve biz tüketicileri aptal yerine koyan, müşteri memnuniyetinden bi haber firmalar, servetine servet katmaya devam ediyor.
  "
171,"
    2. el araba satış işine dahil olan e-ticaret sitesi.(bkz: #115876343)
  "
172,"
    hayatımda gördüğüm en kötü ve rezalet site tasarımı ve yorum yapma arayüzüne sahip site. bu kadar kötü bir organizasyon olamaz. ayrıca müşteri hizmetleri de maalesef bilgisiz kopyala yapıştır cevaplarla sizi oyalamaya çalışıyorlar. bir yorum yapmanız için 50 kere denemeniz gerekiyor diyelim ki yorumu yayına koyabildiniz ondan sonrada yorumunuz ürün sayfasında gözükmüyor. yazıklar olsun diyorum.
  "
173,"
    11.11 tarihinde %100 başarılı mağazadan sipariş verdiğim ürünü göndermediği gibi, paranın da üstüne yatan firma. canlı destek kesinlikle oyalamak için yapılmış. -efendim n11 güvencesi altındasınız. -efendim firma ile iletişime geçtiniz mi. (bak sen, ben firma işe iletişime geçeceksem sen ne işe yararsın.)-efendim 3 işgünü içinde sorun çözülmezse tekrar arayın. +3 işgünü önce aramıştım, işlem yapılmamış. -efendim yeni kayıt oluşturdum, 3 işgünü sonra tekrar arayın. (5 takvim günü)sorduğunuz sorulara copy/paste cevap veriliyor. oyalama taktiğinde gerçekten çok başarılılar. neyse baktım n11 den bize hayır yok, satıcı ile iletişime geçtim. verdikleri kargo takip numarasının hatalı olduğunu söyledim, başka bir numara verdi (olaya bak), bilin bakalım ne oldu, o numarada hatalı. kargo firması ile iletişime geçtim, ekim ayından sonra adıma kargo olmadığını teyit etti. n11 ne yapıyor, mağazasını koruyup tüketiciyi mağdur etmeye devam ediyor. neden mağazasını koruyor, çünkü komisyonunu alacak. para nerede; para gitti. ürün nerede; ürün yok.ürün 10 gündür kargoda olduğu iddia ediliyor ama herhangi bir belge yok, n11 de mağazasının sözüyle hareket ediyor, takip no olmadığı için mağazanın “ben kargoya verdim” sözü ile işlem yapılıyor. kargo firması ile görüşmemde, çıkış şubesinden işlem yapılmadığını teyit etti. para kime gitti; satıcıya gitti. ürün nerede; dalga geçermiş gibi “üründen memnun kaldınız mı” maili göndermezler mi. n11 ne yapıyor; mağazasından yana tavır koyup tüketiciyi oyalıyor. olan benim 1750-tl ye oldu, sinir sahibi ettiler beni. bundan sonra neler yapılabilir;1-gelir idaresi başkanlığına ihbar etmek. 2-c.savcılığına nitelikli dolandırıcılıktan suç duyurusunda bulunmak. 3-bankadan şüpheli işlem bildirimi yapıp, ödemeye bloke koydurmak. evet, çok fena n11 güvencesi altında kaldık efendim kalkamıyoruz.
  "
174,"
    uzak durulması gereken.kırk yılın başında alışveriş yapasım tuttu. mağaza da samsung türkiye. 2 hafta oldu sipariş kargoya verilmedi. mağazaya soru soruyorum cevap yok. n11'in sözde canlı destek birimine ulaşıyorum, karşıma robot çıkıyor. robotu geçiyorum, robot gibi cevap veren sözde müşteri hizmetleri görevlisi çıkıyor.diyorum ki, bak bu mağaza en geç kargoya veriliş tarihini uzatıp duruyor. mümkün değil diyor. mağazaya bir de siz ulaşır mısınız diyorum hayır diyor. yahu 11 kasım'da sipariş verip kargoya veriliş tarihi 1 aralık olan ürünü alır mıyım? ne anlamı kalır. 1 haftayı anlarım ama 2 hafta nedir! bunların verdiği tarihe göre de 3 hafta beklemiş olacağım.mağaza puanı nasıl yüzde 100 olabiliyor bunu da anlamış değilim çünkü olumsuz yorumlar da var, hem de çok. sanırım bu yüzde hesaplamasında sağlık bakanı gibi yol izliyorlar. mağaza puanı müşteri yorumlarını yansıtmaz mı diyorlar? e kim veriyor o zaman yüz üzerinden 100 puanı?bir rivayete göre de kuponlu/indirimli alışveriş yapanlara ahlaksızlık yapılıyor. ürünü iade etmeleri bekleniyor. beklediğime değsin diye iptal edemiyorum siparişi. karşında gittigidiyor örneği var ey n11! sen de sinekli bakkala döneceksin benim kocam asker tavırları takınırsan. indirimim de 150 lira ama 1000 liralık fitil oldum. bir daha düşersem öpsünler.bu arada kasım ayı yine gelecek tabii ömrün kaçına yeter bilmem ama insanlar aptal değil. işini yap. kampanya zamanı yoğun olur demeler nafile. yılda bir kerelik sezon için altyapını bile hazırlayamıyorsun. mağazalarını kontrol altında tutmayıp müşteriyle karşı karşıya bırakıyorsun. adam değilsin, adam ol. öperun.flüt:(bkz: samsung türkiye'nin stokta olmayan ürün satması)
  "
175,"
    puanı 100 olan bir mağazanın sattığı ürünü göndermemesi sonucu 56'ya düşen puanını ertesi gün 100 olarak revize etmiş şark kurnazı e-ticaret sitesi.sleepy & n11.com işbirliği ile ürünler hala gönderilmedi.edit: bugün müşteri hizmetleri temsilcisi aradı. tedarikçi firmanın stoklarında ürün olmadığı için iptal etmemi istedi. sitede hala ürünün listelendiğini söyleyince biz firmayla ilgili gerekli aksiyonları aliyoruz dedi. üç günlük dünya, ne gerek var yalan söylemeye?
  "
176,"
    (bkz: 23 kasım 2020 n11.com rezaleti)
  "
177,"
    bana rezaletler silsilesi yaşatıp, iade etmesi gereken 514,94 tl'lik iademi, dalga geçer gibi 50 tl olarak ödeyen firma.olay mağaza değil, bizzat n11.com'un kendisi üstelik. yani gelip burada aslında çok iyi ama mağazalar kötü falan yazmasın kimse. direkt kendi elinde olan arada hiçbir mağazanın olmadığı bir alışveriş iadesinde dalga geçer gibi hareket ediyor.4 kasım 2020 tarihinde 514,94 tl'lik alışveriş yaptım, 1 saat sonra iptal ettim ve ücret iadesini beklemeye başladım. 6 kasım'da aradım kayıt oluşturdular, aynı gün aradılar 7-10 gün içerisinde yatacak dediler peki dedim. oysa ki aynı gün amazon.com.tr'de alışveriş yapıp iptal ettiğimde 30 dakika içinde ücret kartıma yattı.kanıt. daha sonra 19 kasım 2020 tarihinde kartıma 50 liralık bir iade gerçekleşti kanıt, enparayı aradım n11'den geldiğini söylediler şok oldum. n11'i arayıp durumu anlattım ve tekrar kayıt bırakıldı ve aranacağım söylendi. 19 kasım 2020 tarihinden beri ne arayan var ne de mail atan. canlı destek'ten yazdığımda sabır gösterinden başka bir şey söylenmiyor. iyi de ben niye senin hatan ile ilgili sabır gösteriyorum? neden işini düzgün yapmıyorsun? 20 gün olmuş, yasal iade süresi dolmuş bir alışveriş için kalkıp da sabır gösterin diyemezsin, çözüm üretirsin. her şeyi geçtim, en azından benim aramama fırsat vermeden taahhüt ettiğin 3 gün içerisinde beni arar durumu anlatırsın, o zaman konunun takipte olduğunu anlar sesimi çıkarmam. özetle sakın ama sakın gelip burada mağazadan kaynaklı diye bik bik ötmesin kimse. n11.com'un müşteri hizmetleri de başlı başına rezalet.edit: gelen mesaj üzerine, taksitle alışveriş yapmadım. debit kart ile peşin olarak satın aldım ek bilgi olarak burada kalsın.
  "
178,"
    rezaletlerin ilahıdır. kendilerinden bir tişört alma gafletinde bulundum. ne kadar kalitesiz insanlar olduklarını bildiğim için aldığım tişörtün ekran görüntüsünü de onlara gönderdim, ""bunu gönderceksiniz"" dedim. salak adamlar başka tişört gönderdi... kendileriyle iletişime geçtiğim zaman ""tişörtün markası ne ise o marka ile iletişime geçin"" diyorlar.
  "
179,"
    artık şu filtreleme kısmında kargo firması da olmalı. tercih etmediğim kargo firmasıyla ürün gönderen yerleri görmek istemiyorum.
  "
180,"
    yüzde yüz haklı müşterisine karşı mağazalarını savunan zamanı geçmekte olan alışveriş sitesi. 30 ekim 2020 ege denizi depreminde rıza bey apartmanının iki yanında bulunan evimiz hafif hasar aldığı ve bende de deprem fobisi olduğu için evimizde kalamıyorduk. bu süreçte de ihtiyaçlarımızı bazı yerlerden ve alışveriş sitelerinden yapıyor ve annemin adresine veya bulunduğumuz yazlığa istiyorduk. 2 gün önce yine bir ihtiyacım için n11.com üzerinden konya şehrinde bulunan adaryapimalz isimli mağazadanbir ürün sipariş geçtim. saat gece 12’ye geliyordu. siparişi verdikten bir süre sonra depremde hasar gören evimizin adresini verdiğimi fark ettim ve hemen n11’i açarak adresimi değiştirmeye çalıştım ve değiştiremedim. sanıyorum ürün hemen onaylandığı için böyle oldu. daha sonra hemen satıcıya durumu anlatan bir mesaj attım. satıcı bana ertesi gün dönüş yaptı ve kargoyu gönderdiğini dilersem kargoyu takip edip şubeden alabileceğimi söyledi. bu süreçte trendyol.com ve hepsiburada.com’dan da alışverişlerim olmuş ve bir ikisinde aynı durumu yaşamama rağmen hem mağaza hem de site durumumu anlayarak hemen ilgilenmiş ve gerekli değişiklikleri yapmıştı. adaryapimalz isimli mağazanın, böylesi bir doğal afet yaşamış ve evinde yaşayamayan birine yaklaşımı beni çok rahatsız etti ve ben de ürünü iade etmek için n11.com’a girerek ""ürünü teslim almadım ve iade etmek istiyorum"" şıkkını işaretleyerek başvuruda bulundum. bugüne kadar internet üzerinden yüzlerce alışveriş yapmışımdır. iade etmek istediğiniz ürün olunca, kapıdan kargoyu teslim almazsınız veya teslim aldığınız ürünü tekrar kargoya verirsiniz ve iade talebiniz açık bekler ve ürün mağazaya teslim edilince de mağaza iadeyi onaylar. ama bu halden anlamaz saygısız mağaza iade talebimi de ışık hızıyla reddetti. durumu n11’e ilettim, hemen yardımcı olacaklarını belirtiler ve kendileri de bir iade talebi oluşturdular. “müşterimiz depremden etkilendiği için özel bir durumu bulunmaktadır ve yardımcı olmanızı rica ederiz” gibisinden bir not da eklenmiş olduğunu gördüm iade talebi kısmında. ancak satıcı yine bunu reddetti. sanıyorum ki 7.4 yetmedi mi kafasında bir arkadaş. daha sonra ben de satıcıyı şikayet ettim ve şikayetim şikayet birimine aktarıldı ve yanıt beklemem söylendi.birkaç kere dönüş yaptılar hala süreç devam ediyor diye. nasıl bir süreçse artık. bugün kargocu aradı kargonuz geldi diye. evde olmadığımız için alamayacağım, lütfen iade olarak geri gönderin dedim. ondan sonra yeniden bir talep açtım iade için, mağaza 5 dakika içinde yine reddetti. n11.com ise hala mağazanın yanında durarak, iade talep açabilmeniz için ürünün mağazaya geri dönmesi gerekir, takip etmeniz gerekir vs. diye bık bıklayıp durdu. 11.11’de n11.com bas bas bağırmasına rağmen favoriye eklediğim ürünlerin çoğuna bindirim gelmiş ve indirim kuponları da işlevsiz hale gelmişti. almak istediğim ürünlerin çoğunu hepsiburada.com ve trendyol.com’dan almıştım. daha önceden durumlar tam tersi olurdu ama artık dediğim gibi n11.com miadını doldurmak üzere gibi gözüküyor. depremden etkilenmiş müşterisinin, daha kargo gönderilmeden saatler önce ricasını göz ardı eden ve daha sonra da bu hareketlerine devam eden mağazaya ve bu mağaza için gerekli işlemi yapamayan n11.com’a şükranlarımı sunuyorum!
  "
181,"
    arayüzüyle gözleri kanatan rezalet ötesi e-ticaret firmasıdır. muadillerinin yanında sadece market place olarak devam etmesinden dolayı cücük kadar kalmıştır. adamlar resmen sermaye harcamaya korkmaktan piyasadan silinecek.
  "
182,"
    rezalet olduğu hiç yazılmamış. rezalet olduklarını söylemeye geldim. herkes görsün.
  "
183,"
    sorduğunuz soruları otomatik yanıtlarla geçiştiren canlı destek ekibine ""otomatik yanıt istemiyorum"" derseniz görüşmeyi aynen yüzünüze kapatıyor.. nefis müşteri hizmetleri sözkonusu öyle böyle değil..edüt:n11'in ekşi sözlük ekibi özel mesajla bana ulaşıp sorunumu güzelce çözdükleri için kendilerine buradan kocaman teşekkür ediyorum..
  "
184,"
    tarihin en sönük 11.11 kampanyasına sahne olan bu yılda black friday döneminde bir aydır gönderemedikleri (bkz: idefix) kobo kitap okuyucuları 1 ay sonra fiyat hatası yaptıklarını fark ederek göndertmeyeceklerini fark eder yüzlerce kişinin tüketici hakları mahkemesine başvurusuyla sonuçlanacak rezaletlere yol açmış firma.geçen yıl 10 kasım rezaleti ,bu sene komple rezalet seneyi göremeyecek bu firma seneye bu entry yenilecek ve tüketici hakları sonucunu paylaşacam.
  "
185,"
    26 ekim'de siparis ettigim urunu hemen yola cikti pozisyonuna sokup, siparis iptali yapamayayim diye hemen kargo no'su atayan magazaya sahip, artik hic kullanmayacagim, olaylar silsilesine yol acan firma.*urun bir hafta bana ulasmadi. kargo no'su duzeltilmedi.yanlis kargo no'su veren ve duzgun cevap vermeyen sanal magazadan dolayi durumu canli destege yazdim 2 kere iade et tusu ile 3'er is gunu, sonra telefonda da 1 kere daha 3 is gunu iade /red dongusune soktular. urun magazaya geri donmemis!sanal markete urunun geri ulasmamasi! (bkz: affiliate marketing)bana duzgun kargo no'su ve hareket gosterin dedigimde kimseden ses cikmiyor. 5. tur da artik konuyu bankaya havale ettigimi soyledim ve harcama itirazi yarattim. 1 ayi gecti ve set ustu firin ve iadesini hala coz(e)mediler!bi ara her gun otomatik aradilar, bir ust bir ust musteri hizmetleri ariyor, ilgileniyoruz, anliyoruz diyerek kapatiyorlar.sistemde devamli iade et/red edildi/magazaya ulasmadi seklinde otomatik dongu olarak firin sonsuzluga dogru yol almaya devam ediyor.yakinda voyager golden record ile uzayda bulusacaklar...edit: voyager ile bulusmadan çözdüler. kredi kartı harcama itirazı veya sürecin doğal hızı ile. 1 asır önce 80 günde devr-i alem oluyormuş şimdi de 36 günde iade talebi çözüme ulaşıyor. n11.com temsilcilerine destekleri için teşekkür ediyorum.dip not: her 100% puanı olan magazaya güvenmeyin aslında onlar yoooh. #13392396
"
186,"
    uzak durulması gereken alış veriş sitesi,bir ürün aldım, problemli çıktı, iade ettim, yenisi geldi, yenisi de problemli çalışmıyor, bende uğraşmak istemediğim için iade ettim, ilk satın aldığım tarihten sonra 14. günü iade ettim, zaten 5-6 gün kargoda gitti, bu arada sistem otamatik onay vermiş, ürünler iade olurken değişim olurken onay süresinin uzaması gerekiyordu, otomaitk onay nasıl oldu anlamadım, n11'in verdiği iade koduyla ürünü iade ettim, ürün tedarikçi de, tedarikçi 14 günü geçtiği için iade almıyor, halbuki ürün onlarda, fiş fatura zaten yok ortada, n11'de satıcıdan taraf olmuş, ortada ne param var, nede ürünüm..edit: n11.com ekşi sözlük kurumsal iletişim ekibi beni arayarak sorunumu çözdüler, kendilerine teşekkür ediyor, herkese sorunsuz mutlu sonlu alışverişler diliyorum...
  "
187,"
    mağaza onayından önce tüm siparişi veya siparişinizden çıkarmak istediğiniz ürünü iptal edebilirsiniz yazmasına rağmen aldığım ürünü iptal ettiğimde iptali satıcı onayına gönderip kabul veya red hakkının satıcıda olduğunu söyleyen alışveriş sitesi.aradığım ürün amazon’da yok diye bir çılgınlık yapıp burdan sipariş etmiştim. sağolsunlar güzel pişman ettiler.edit: haklarını yemiyelim, pazartesi sabahtan iadeyi gerçekleştirdiler.
  "
188,"
    (bkz: n11.com kargo ücreti rezaleti)tek seferde ikisi ücretsiz kargo , birisi ücretli kargo siparişimde kargo ücreti alınmasına ve müşteri temsilcisinin durumu olağan karşılamasına yönelik 27 kasımda yaşadığım rezalet. kendilerine daha mesafeli olacağım.
  "
189,"
    saçma sapan ux fakiri küçük e-ticaret platformu.
  "
190,"
    11.11 de aldığım ürün hala teslim edilmedi. ürünüm ücreti satıcıya geçti ama ürün kargoda kaybolmuş. 2.3 kere aradılar takip ediyoruz vs. dediler. hala bir sonuç yok. kabak tadı vermeye başladı. aldığıma alacağıma pişman ettiler.
  "
191,"
    yine bir rezaletle karşımıza çıkmış olan online alişveriş platformu. geçtiğimiz indirim günlerinde uzun zamandır takip ettiğim bir ürünü satın aldım. bir kaç gün sonra satıcı ürün yok diyerek direkt olarak siparişimi iptal etti, bu sırada kendi sitesinde ürün hala satışa açık. benden de var farklı renkleride. n11den aradılar efenim ürün veremedik size, paranız cebinizde kalmasın ilgili linkleri paylaşıyorum efenim diye mail attılar. almak istediğim ürün neredeyse üç(3) katı fiyatla başka bir satıcıdan olmak kaydıyla paylaşıldı. diyorum ki ben bu ürünü yollamayan firma hakkında yorum yapmak, şikayette bulunmak istiyorum. biz hallediyoruz kendi sistemimizde efenim diyip geçiştiriyorlar. lan yeni müşteriler geldiğinde bu mağazanın indirimli ürün yollamadığını nereden bilecek? ben feedback bırakamazsam, puan veremezsem nasıl olacak bu iş? eee diyorum diğer ürünü alayım indirim kuponu tanımlayın. sanarsın sadaka istiyorum, ulan diğer alışverişlerimde mevcut kuponlarımı kullandım. iptal olan siparişte diğer ürünler sebebiyle kuponum boşa da çıkmadı. yok arkadaş bu herifler adam olmaz. neredeyse tüm alışverişimi n11 üzerinden yapıyordum ki artık 10lira 20 lira fazla olsun başka site olsun. müşteri memnuniyetiyle uzaktan yakından alakası olmayan firma.edit: karşılıklı bir kaç görüşme sonrasında hallettik. biraz peşine düşmeniz gerekiyor ancak müşteri memnuniyeti ile sonuçlandırıldı. kendilerine teşekkür ediyorum.
  "
192,"
    11.11 de aldığım ürünü dün iptal ettiler tedarik edilmiyor diye. kuponu da geri yüklemişler, dün birisi aradı muadil ürün buldum almak ister misiniz diye evet dedim ama kuponun süresinin geçmesini bekliyorlar sanırım işlem yapmak için.
  "
193,"
116344398sonrasında iletişim bilgisi isteyip görüşme talep ettiler. arayan soran yok. ne tür bir inceleme yapıyorlarsa artık, 3 vakte kadar dönerler diye umut ediyorum.edit 1: aradılar. görüşme yapıp geri döneceklerini belirttiler. şimdilik beklemedeyiz.edit 2: geri dönüş sağlanmayınca ben aradım ve bu seferki müşteri temsilcisi ile sorunum giderildi. biraz peşine düşmeniz gerekiyor ancak müşteri memnuniyeti ile sonuçlandırıldı. kendilerine teşekkür ediyorum.
  "
194,"
    getirin artık şu kargo firması filtrelemesini. her tıklayışımda sürat ve aras kargoyu görmekten gına geliyor.
  "
195,"
https://www.n11.com/magaza/semtpazarisemtpazarı isimli mağazadan bir şeyler alırken dikkat edin. 2 sene önce donanımhaber'de konusu açılmış ancak yakın zamanda müşterileri yine mağdur etmiş. n11'in ekşi sözlük ekibi lütfen bu mağazayı inceleyip araştırın. https://forum.donanimhaber.com/…aj/yonlen/135838757
"
196,"
    11.11'de uygun fiyatlı bir ürün aldım, 1 ay sonra sipariş iptal edildi. sitenin bulduğu çözüm ise ""başka fırsatları takip edin"". gerçekten de üç kuruş fazla ver amazon'dan, migros'tan artık neresi olursa düzgün yerden al ya.
  "
197,"
    müşteri tecrübeleri sonucu düşen tedarikçi puanlarını yeniden 100'e tamamlayan elektronik ticaret sitesi.tespit ettiğim vakada sorumlu muhtemelen anne&bebek kategori direktörü/yöneticisi. çoluk çocuk kafasına göre editlemiyordur diye düşünüyorum.unutanlar için hatırlatalım. (bkz: 10 kasım 2018 n11.com rezaleti).
  "
198,"
    siparis vermedigim halde siparisiniz kargoya verilmistir diye sms atan site. sonrasinda hesabimi kontrol ettigimde sistemde kayitli tc kimlik numaramin ve telefon numaramin bir sekilde degistirildigi e-ticaret seyisi.herkesin hesabina girip kontrol etmesi gereken olusum.
  "
199,"
    maalesef azalarak bitmektedir. trendyol ve hepsiburada piyasayı ele geçirdiler deyim yerindeyse. eylül ayında 30 sipariş aldıysam, geçtiğimiz ay yalnızca 3-4 sipariş geldi n11'den tarafıma.halbuki pazaryeri olarak en başarılı bulduğum yer n11'dir. siparişin tamamlanmasından sonra yalnızda 3-5 iş günü içerisinde parayı hesabınıza yatırıyorlar. bu hepsiburada'da 1 ay, trendyol'da ise 14 gün sürmekte.
  "
