,Comment
165,"
    (bkz: yemeksepeti'ndeki çift fiyat rezaleti)
  "
166,"
    görüş ve öneri sekmesine ulaşırken ömrünüzden ömür alır. sonunda küfür basılır, vazgeçilir
  "
167,"
    şu birkaç senede memnuniyet açısından geldiği hal utanç verici, acınası.sipariş veriyorum, menü eksik geliyor, canlı destek deniyorum yeni bir sistem yapmışlar herhangi birine ulaşmak mümkün değil 20 25 dakika bekledim, akşamüstü yani normal saatler, kimseye bağlanamadım. restoranın telefonu 20 dakika kadar meşguldü sinirlenmeye başladım, yemeksepetini telefonla aradım, hemen restorana ulaşalım dediler bekledim 5 dakika, ulaşamadık biz kayıt açalım dediler.diyorum ki ödediğim menü eksik geldi, şu an açım ben kayıt açsan ne olacak? restorana ulaşamayıp pes edeceksen ne halt etmeye aracısın sen? iade edin diyorum o zaman, olmuyormuş.restorana sonunda ulaştım, telefon açık kalmış falan filan yalanlar, gönderelim dediler tamam dedim. 45 dakika geçti tık yok, aradım ""vale gelmiyor"" diye ikinci yalan, yemek sepetini aradım biz ulaşalım dediler dedim ki amınakoyayım zahmet etmeyin ya 18.20de sipariş verdim 20.30 olmuş saat ne zahmeti daha, vale yönlendirildi 2 saat sonra elime eksik ürün geldi. ben bu yemekten ne anladım? 2 saat iki patates peşinde koştum, bir onu bir onu arıyorum, sen aracısın tek dediğin kayıt açalım. yok açma kayıt mayıt ya, seneye dönersin bi ara acelesi yok.nefret ettim yemeksepeti'nden de, canlı destekten de, telefon hattından da.eskiden restoran, normal fiyatlarından yüksek fiyat koyarsa hemen yaptırımı vardı şimdi göz göre göre üstüne bindirdikçe bindirip komisyonu da müşteriye yüklüyorlar, yemeksepeti kanıt istiyor, bazen üşenmeyip atıyorum sonsuzlukta kayboluyor aynı fahiş fiyatlar devam.yeni bir çakallık da mesela 18.20de sipariş verdiniz, saat 19.00 oldu gelmedi, siteye giriyorsunuz 18.44 teslim edildi gözüküyor. bile isteye bunu yapıyorlar, herkes yalan söylüyor ve yemeksepeti buna alet oluyor.by ülkede tek kurum yok mu standartını bozmadan büyüyen,gelişen? bu bizim çilemiz mi ya?
  "
168,"
    müşteri temsilcisiyle görüşme kısmında değişiklik yapmışlar galiba. temsilci çıkıyor, ""nasıl yardımcı olabilirim"" diyor, ama altta yazıp cevap verme kutusu yok, yani yazamıyorum. düzgün işleyen şeyi bozmuşlar.
  "
169,"
    internette gezinirken yemeksepeti’nin 2016 yılında rekabete aykırı hareket etmek yüzünden almış olduğu cezanın belgelerine denk geldim, 4 yıldır bunu merak etmemiştim, üşenmedim tek tek okudum, okudukça kendime sinirlendim ve 7 yıldır kullandığım bu platformun uygulamasını az önce sildim. rakiplerini yanlarına yaklaştırmayı bırak, 5 km bile yaklaşmasına izin vermemişler. bugün yemeksepeti neden tekel sözünün çok fazla konuşulması boşa değil.o platformda yapılan indirimi bize de yapacaksınız, yoksa sizi sistemden çıkartırız sayfanızı kapatırız baskısı, firmaların diğer platformlara girmesine engel olması, firmaların kendi uygulamalarını web sitelerini yaptırdığında baskı uygulanması hatta firmaların indirimli broşür dağıtıp kendi website ve uygulamalarının reklamını yapmasına bile karışılması. 60 sayfalık dosyada acayip deliller mevcut, yemeksepeti çalışanlarının firmalara nasıl baskı yaptığını, firma çalışanların aralarındaki konuşmaları gördükçe gerçekten üzüldüm. bolbol, adreseyemek, mekancom, uniyemek, doyurun beni ve benzeri o dönem neredeyse tüm şirketler davaya dahil olmuş, hepsi bu süreci yaşamışlar, etkilenip batmışlar ya da küçük bir platform olmak zorunda kalmışlar.
  "
170,"
    getir yemek çoğu zaman işimi gördüğü için artık pek kullanmadığım site/uygulamadır.
  "
171,"
    ülkemizde maalesef yiyecek standartları ve hiçbir denetleme olmadığı için restaurantların istediği gibi sağlıksız ürünler satmasına aracılık eden kurum. resmen halk sağlığı ile oynuyorlar. yemeksepeti burada benim suçum yok diyemez, en azından restaurantlara ürün içeriği ve gramajı belirtme zorunluluğu getirebilir ve denetleyebilir.
  "
172,"
    müşteri temsilsiciyle görüşme panelinde müşteriye yazı yazacak butonu koymayı akıl edememiş işletme. temsilci ""buyrun nasıl yardımcı olabilirim?"" yazıyor ve temsilciye cevabı yazacak yer yok!bu gidişle kendileriyle 10+ senedir devam eden ilişkimizin sona ermesi yakındır.
  "
173,"
    yemeksepeti olmasa ulaştığı müşteri sayısının 10 da 1 ine ulaşamayacak restoran sahipleri tarafından, ömö çök kömösyön kösöyör diye eleştirilen organizasyon. bir firma düşün, inovasyon yaratsın yazılım geliştirsin milyonlarca tl fonlama yapsın. insanların güveniliriğini kazanmaya çalışsın, imajını sağlamlaştırmak ve sürekli göz önünde olmak için reklama bir o kadar milyonlar daha gömsün. türkiye'nin her köşesinde kullanılmadığı muhit kalmasın. sonra uyanığın birisi çıksın : ""%15’e yakın komisyon + 45 gün vade, el insaf be...""sen istedin herhalde kar etmesinler? ey dallama, sordun mu kendine yemeksepetiyle çalışmasan kim bilecek senin sikko restoranını. dallama diyorum çünkü bu kasabalı, çakal, saygısız zihniyete tahammülüm yok. yok parayı 40 gün sonra yatırıyormuş. yemeksepeti olmasa o parayı sana ödeyen müşterinin belki varlığından haberi olmayacak. bütün bu hizmeti, aman yea altı üstü siparişi müşteriden bana iletiyor neden komisyon kesiyor ki?şeklinde yorumlayan şark kurnazı bütün restoran sahiplerini sisteminden tez elden çıkartmasını temenni ediyorum. hatta ağlamayın, kendiniz çıkın da bakın o zaman iş yapabiliyor musunuz. ama yemez tabii.kendi akıllarınca milyonlarca sermayelik riski ve girişimi küçümseyecekler. o kadar eminim ki yemeksepetinin aldığı her kuruşta içinizin sızladığına. çünkü saygısızsınız. abiciğim kullanma ya, bu adamlar seni kandırıyor mu? kapı gibi iş sözleşmesini koyuyor sende kabul ediyorsun. işte bu omurgasızlıktır, işte bu saygısızlıktır, işte bu gurursuzluktur. sömürüldüğünü düşünen bana müsade der çıkar sistemden. ama kendisi biliyor yemeksepetine, yemeksepetinin ona olduğunda kat be kat ihtiyacı var. insancıl mesajlara her zaman cevap veririm ama kudur gibi saldıranlar da olacaktır şunu belirteyim: ben ne yemeksepeti çalışanıyım ne esnafım. ben burda müşteriyim. burda asıl agresyon kendi sikik restoranlarıyla doğrudan muhattap olmayan, yemeksepetini tercih eden müşteri kitlesinedir. yemeksepeti yüzünden mukayese imkanı olduğundan fiyatları kafalarına göre artıramamaktadır. yorumlar ve puanlama sayesinde kimseye küçük küçük kazıklar atamamaktandır. merak etmeyin market her zaman serbest, bugün yemeksepeti gider sepetteyemekler gelir ama onlarda hakkını kuruşu kuruşuna tahsil eder. dallamanın kendi küçük aklında hesapların peşinde koşma, işini düzgün yap. ağlama. eğer para kazanamıyorsan kapat kepengini maaşlı bir işe gir. ayakta durmak meziyet değil, omurga lazım.
  "
174,"
    son zamanlarda salgın sebebiyle bahşişleri online olarak vermeyi tercih ediyordum. 3 farklı kuryeden teyit ettiğim üzere o bahşişler kuryelere gitmiyormuş !
  "
175,"
    (#116903430) kurye para gelse bile gelmiyor der. ama sorun sen 3 lira versen sistem adama 1 lira veriyordur. kurye de 3 lirayı almak için seni yönlendirir.
  "
176,"
    bugün hiçbir restauranttan sipariş vermediğim uygulama. bulduğum restaurantında siparişini iptal eden uygulama.
  "
177,"
    sipariş veriyorsunuz, kartla ödemenizi yapıyorsunuz, 20 dakika sonra siparişinizin onaylanmaması sebebiyle iptal edildiği mesajını gönderiyor, buradaki saçmalığı nasıl görmezler , restoran açık, sipariş alıyor, parayı tahsil ediyor 20 dakikamı yiyor her nedense tek mağdur müşteri oluyor, adım adım kendi sonlarını getiriyorlar. yeni uygulamaları denemekte fayda var
  "
178,"
    anladığım kadarıyla tekel oldugundan dolayı rakibim yok diye baya rahat davranmış karlılığı gören başkaları sektöre girmeye karar vermişler.tekel olmak zordur kar marjını öyle bir ayarlamalısınız ki dışarda kimsenin iştahı kabarmasın sonra o yaptığınız karların fazlasını harcamak zorunda kalırsınız.
  "
179,"
    2 gündür rakip firmaların sözlükteki trolleri tarafından linçlenen şirket. yemeksepeti yıllardır böyle işliyor. acaba ne oldu da insanlar 2 gündür haldır haldır olumsuz entry girmeye başladı acaba?
  "
180,"
    çoğu ülkede en az 6,7 tane alternatif yemek siparişi verebileceğiniz web sitesi ve uygulamalar mevcut. türkiye'de son 1 senedir getiryemek dışında alternatifleri yok. bu kadar büyük sektöre kimsenin giriş yapmaması imkansız. yukarıdaki yazarın yazdığı gibi restoranların bir şekilde diğer yemek siparişi sitelerine girmesini engelliyorlar. rekabet kurulunun inceleme dosyasında yemek sipariş sitesinden çok mafya örgütüne karşı bir yapılan operasyonun delillerini andıran olaylar mevcut. uzun zamandır yemeksepeti kullandığım için bende kendimden utandım. umarım en kısa sürede iflas etmeniz dileğiyle....edit(#116906611) entry'e cevaben. banabiye giriyorsun son kullanma tarihi geçmiş yumurtaları sütleri gönderiyor. 30 dakika harcıyorsun canlı desteğe bağlanıyorsun hemen değiştirelim diyorlar tabi o hemen 1 saati geçiyor. birde ne oluyor kapına kurye gelmiş iade varmış diyor yenisi nerede yok :) olan benim 1,5 saatte oluyor. %10-%15 de diğer uygulamalara göre daha fazla para ödememe rağmen...yemek siparişi veriyorsun bir bakıyorsun 1,5 porsiyon söylediğin ve yanına ayran ıvız zıvır söylediğin sipariş eksik gelmiş. hemen canlı yardıma bağlanıyorsun (hemen dediğime bakma 30 dakika yine) restoranı arıyoruz diyorlar. restoran ortada yok :) eksik sipariş ne olacak diyoruz şikayet kaydı oluşturuyorum diyor. iyide senin hiçbir yetkin yoksa neden aracılık yapıyorsun ? parayı ödediğim firma kim sen. sözleşme yaptığım firma kim sen. restoranın tek kelime adı geçmiyor sözleşmende. bunları sana şundan yazdım ben rakip şirketin çalışanı filan değilim ama sen bariz şekilde yemeksepeti çalışanısın. sonunuzun geldiği bilmeniz için bunları yazdım sana. 20 binden fazla sipariş veren bir müşteriniz sizden kusarcasına nefret ediyor bunu bilin. :)
  "
181,"
    canlı yardımda soru cevap var sadece..uyduruk sitelerin faq'su gibi olmuş.berbat
  "
182,"
    son zamanlarda eski kalitesini bulamadığım yemek siparişi aracısı firma.örneğin, geçtiğimiz günlerde site üzerinden bir restorandan sipariş verdim. restoran bir şekilde ( abartmıyorum 2 saat ) siparişi 15 dakikalık mesafeye getirmeyi başaramadı. sonra artık dayanamadım siparişimi iptal ettim. firmaya da olumsuz puan vermeyi planlıyorum. siparişimin iptalinden sonra tak bir mail, bir mesaj. restoran, siparişinizi hizmet bölgesinde bulunmadığınız için iptal etti. peşine de puanlama hakkım kaybolmuş oldu. bu konuda yemeksepeti ne yaptı? hiçbirşey. yanlış anlaşılmasın, adresim alakasız bir yerde değil. bu restoranın yıllardır hizmet verdiği bir bölgede.yine bu akşam, başka bir lokasyonda başka bir restorandan sipariş verdim. sonuç aynı, restoran siparişi iptal etti, peşine de aynı mesaj. yine puanlama yapamama hakkı.
  "
183,"
    (bkz: yemeksepeti'nin dize getirilmesi)
  "
184,"
    nedense canlı destek kısmını kaldırmışlar. iyice kendilerini bitiriyorlar.
  "
185,"
    kendini geliştirmeyen site, bu gidişle insanlar alternatifler çoğaldıkça oraya yönelir, şimdilik getir çıktı, yarın götür, öbür çıktıkça pazarda payları düşücek.
  "
186,"
    bugün üst sokağımdaki starbuckstan verdiğim sipariş 1.5 saat olup da gelmeyince canlı yardım hedesine yazdım. önce dediler ki vale sisteminde bi teknik arıza olmuş,yollayacağız. tamam filan derken bir anda fikir değiştirip siparişiniz iptal oldu dediler. neden diyorum, 20 tl indirim kuponu sisteminize yüklenmiştir diyor.ben siparişim nerede kaldı demesem geceye kadar haberiniz yok,kalkmış bir de bana 20 tl kuponla müşteri memnuniyeti ayağı çekiyor. hayır dedim başka şubeden oluşturun yollayın ben niye mağdur oluyorum.yarım saat yazıştım,yardımın y sine gönülleri yok sanırım sektörde tek olmalarının verdiği güvenle müşteriye gönüllerince siktir çekebiliyorlar. sonuç üyeliğimi kapattım,bir daha da kendileriyle çalışmayı düşünmüyorum. bana kimse restoran yollayamamışsa yemek sepeti ne yapsın fln demesin,direkt restoranı arardım ben niye yemek sepeti hizmetini kullanıyorum o zaman?
  "
187,"
    olm canli yardim nerde super zekalar? 2 saatte gelmeyen siparisi nereye yazicam ben
  "
188,"
    %25 ve uzeri indirim uygulayan restoranlar en ustte goruntuleniyor. indirim yapiyor ayagina gozumuze sokulan restoranlarin indirimli fiyatlari bile cok pahali.evet bildiniz. restoranlar yukarida gozukmek icin indirim kampanyasina dahil oluyor. fakat oncesinde fiyatlarina ciddi zam yapiyorlar. bu kafayla giderlerse hem restoranlar hem de kendileri dukkani kapatmak zorunda kalir.
  "
189,"
    eğer yemeksepetinin valesini kullanan bir restorandan sipariş veriyorsanız ayvayı yediniz. yemeksepeti vale sistemini kullanan restoranların yanında kırmızı renk vale yazar. yemeksepeti’nin bu sistemi inanılmaz problemli. çok az motokurye ile bir sürü iş yapmaya çalıştıklarından, nereden yemek söylerseniz söyleyin yemeksepeti valesini kullanan mekanlardan en az 1.5 saat yemek beklersiniz.yoğun zamanlarda bu 2.5 saati geçer. bu kadar rezil ve ucuz bir motokurye sistemi kullanıyor yemeksepeti.hatta yemeği hazırlayan restoranlar bile geç gelen ya da gelmeyen yemeksepeti valesine ağız dolusu küfür eder,delirirler.aman diyim,kendi motokuryesi olmayıp yemeksepeti valesini kullanan tüm restoranlardan kaçının. yoksa aç kalırsınız.
  "
190,"
    bu sitenin ilk kullanıcılarından biriyim. restorana direk sipariş verdiğimde firmanın kalitesine göre ya aynı ya da daha kötü bir sipariş geliyor. bunun bence en büyük nedeni yorum ve puan olayı. misal adana da meşhur bir şırdan ve midyeci var. instagramdaki numaradan sipariş verince bu adamlar en az 1 saatte ve %10 daha pahalıya getiriyorken, yemeksepeti üzerinden hem hızlı hem de daha hesaplıya siparişimi veriyorum. bu tip etik dışı firmalar için mecbur kalınca yemeksepetini kullanıyorum.
  "
191,"
    şurda iyi bir noktaya değinilmiş; (bkz: #116896836)
  "
192,"
    türkiye'de hizmet veren tüm şirketler gibi iyice mal hale geldiler. canlı yardım en önemli araçlarından biriydi. biz yoğunluktan dolayı canlı yardım hizmetini genişletirler diye beklerken tamamen kaldırdılar. böyle böyle batmaya mahkum.
  "
193,"
    mobil uygulaması bildirimleri ile rahatsız eden site.
  "
194,"
    bir saat bekledikten sonra sipariş iptal edildi diye mesaj atan site. getir yemek i yükleyerek siparişime devam ediyorum.
  "
195,"
    platformunda bulundurduğu yerlerin hafta sonu 20:00 - 10:00 arası kapalı olması ile ilgili gayret etmesi gereken yemek sipariş oluşumu.edit : en azından paket servise özel saatler ile erken açılabilir veya geç kapanabilir gibi esnetme yeterli gayret ile olabilir. yemeksepeti böyle şeylere uğraşır mı yabancı bir firma bilemedim.
  "
196,"
    pandemi döneminde cesur insanların kullandığı hede. dışarıdan yemek almak yerine kırın dizinizi, iki yumurta kırın evinizde.
  "
197,"
    minimum tutarı saçma sapan olan uygulama. aynı mahallede olan dükkanlar minimum tutarı karşı mahalleden fazla. ya da başka örnek vereyim. mecidiye mahallesindeyim, balmumcu’dan gelecek yiyecek bana her türlü daha yakın. lakin ortaköy mahallesi yani köprünün tarafı minimum tutar olarak çok daha uygun. coğrafya bilgisi 0. mecidiye mahallesi “tam olarak” nerde bilmiyorlardır kesin.
  "
198,"
    hangi ajansla çalışıyorlarsa kendi ayaklarına sıkıyorlar, farkettiklerinde iş işten geçmiş olacak. son bir haftada gözümüzün içine içine soktukları reklamlarla, takip ettiğim insanlara attırdıkları birebir aynı sahte cümlelerle öyle bir antipatimi kazandılar ki, bugün ilk defa getiryemeği inceledim ve favori restoranlarımın hemen hemen hepsinin orada da olduğunu farkettim. bundan sonra yemeksepeti kullanmayı düşünmüyorum, üstüne para verip rezil olmak böyle bir şey işte.
  "
199,"
    buranın kullanıcılarının gördüğüm kadarı ile kuryeci fantezisi var. hangi dükkanın yorumlarına baksam puanlaman ve yorumlanan şey kuryeciler. -yemeği getiren çok kibar biriydi çok teşekkürler. -kurye çok hızlı ve güler yüzlüydü. -bu yemeği getiren kişiyi sakın kaybetmeyin :))))amk kebap mı yiyeceğiz kurye ile aşk mı yaşayacağız anlamıyorum. nasıl bir kafadır bu. hele bir lokanta var yorumlar full kuryeci ile alakalı ve 9 puanı var. güvenip sipariş verdim hiç beğenmedim. tanım: kuryesepeti.com
  "
